user_input,Approved symbol,Approved name,Previous symbols,Alias symbols,matching_status
NCOA2,NCOA2,nuclear receptor coactivator 2,,"TIF2, GRIP1, NCoA-2, KAT13C, bHLHe75",matched
NCOA3,NCOA3,nuclear receptor coactivator 3,,"RAC3, AIB1, ACTR, p/CIP, TRAM-1, CAGH16, TNRC16, KAT13B, bHLHe42, SRC-3, SRC3",matched
NCOA4,NCOA4,nuclear receptor coactivator 4,,"ARA70, RFG, ELE1, PTC3, DKFZp762E1112",matched
NCOA5,NCOA5,nuclear receptor coactivator 5,,"bA465L10.6, CIA",matched
NCOA6,NCOA6,nuclear receptor coactivator 6,,"KIAA0181, RAP250, ASC2, AIB3, PRIP, TRBP, NRC",matched
NCOA7,NCOA7,nuclear receptor coactivator 7,,"ERAP140, dJ187J11.3, TLDC4",matched
NCOR1,NCOR1,nuclear receptor corepressor 1,,"N-CoR, hCIT529I10, TRAC1, hN-CoR, KIAA1047, MGC104216, PPP1R109",matched
NCOR2,NCOR2,nuclear receptor corepressor 2,,"SMRT, SMRTE, TRAC-1, CTG26, TNRC14",matched
NCR1,NCR1,natural cytotoxicity triggering receptor 1,LY94,"NK-p46, NKP46, CD335",matched
NCR2,NCR2,natural cytotoxicity triggering receptor 2,LY95,"NK-p44, CD336",matched
NCR3,NCR3,natural cytotoxicity triggering receptor 3,LY117,"1C7, NKp30, CD337",matched
NCR3LG1,NCR3LG1,natural killer cell cytotoxicity receptor 3 ligand 1,,"DKFZp686O24166, B7-H6",matched
NCS1,NCS1,neuronal calcium sensor 1,FREQ,NCS-1,matched
NCSTN,NCSTN,nicastrin,,"KIAA0253, APH2",matched
NDC1,NDC1,NDC1 transmembrane nucleoporin,TMEM48,"FLJ10407, NET3",matched
NDC80,NDC80,NDC80 kinetochore complex component,KNTC2,"HEC, HEC1, hsNDC80, TID3",matched
NDE1,NDE1,nudE neurodevelopment protein 1,,"nudE, FLJ20101, NDE",matched
NDEL1,NDEL1,nudE neurodevelopment protein 1 like 1,,"NUDEL, MITAP1, NDE1L1, NDE2",matched
NDFIP1,NDFIP1,Nedd4 family interacting protein 1,,"N4WBP5, MGC10924",matched
NDFIP2,NDFIP2,Nedd4 family interacting protein 2,,"KIAA1165, N4wbp5a",matched
NDN,NDN,"necdin, MAGE family member",,"HsT16328, PWCR",matched
NDNF,NDNF,neuron derived neurotrophic factor,C4orf31,FLJ23191,matched
NDOR1,NDOR1,NADPH dependent diflavin oxidoreductase 1,,"NR1, bA350O14.9, CIAE1",matched
NDP,NDP,norrin cystine knot growth factor NDP,EVR2,norrin,matched
NDRG1,NDRG1,N-myc downstream regulated 1,CAP43,"DRG1, RTP, TDD5, NDR1",matched
NDRG2,NDRG2,NDRG family member 2,,"KIAA1248, SYLD",matched
NDRG3,NDRG3,NDRG family member 3,,,matched
NDRG4,NDRG4,NDRG family member 4,,"KIAA1180, SMAP-8",matched
NDST1,NDST1,N-deacetylase and N-sulfotransferase 1,HSST,NST1,matched
NDST2,NDST2,N-deacetylase and N-sulfotransferase 2,,"NST2, HSST2",matched
NDST3,NDST3,N-deacetylase and N-sulfotransferase 3,,HSST3,matched
NDST4,NDST4,N-deacetylase and N-sulfotransferase 4,,,matched
NDUFA1,NDUFA1,NADH:ubiquinone oxidoreductase subunit A1,,"MWFE, CI-MWFE",matched
NDUFA2,NDUFA2,NADH:ubiquinone oxidoreductase subunit A2,,B8,matched
NDUFA3,NDUFA3,NADH:ubiquinone oxidoreductase subunit A3,,B9,matched
NDUFA4,COXFA4,cytochrome c oxidase associated subunit FA4,NDUFA4,"MLRQ, CI-9k, MRCAF1, MISTR1",matched
NDUFA4L2,COXFA4L2,cytochrome c oxidase hypoxia associated subunit FA4L2,NDUFA4L2,"NUOMS, FLJ26118, MISTRH",matched
NDUFA5,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5,,"B13, NUFM, CI-13KD-B, UQOR13, CI-13kB",matched
NDUFA6,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6,,"B14, LYRM6, CI-B14, NADHB14",matched
NDUFA7,NDUFA7,NADH:ubiquinone oxidoreductase subunit A7,,B14.5a,matched
NDUFA8,NDUFA8,NADH:ubiquinone oxidoreductase subunit A8,,"PGIV, MGC793",matched
NDUFA9,NDUFA9,NADH:ubiquinone oxidoreductase subunit A9,NDUFS2L,"SDR22E1, CI-39k, COQ11",matched
NDUFA10,NDUFA10,NADH:ubiquinone oxidoreductase subunit A10,,CI-42k,matched
NDUFA11,NDUFA11,NADH:ubiquinone oxidoreductase subunit A11,,B14.7,matched
NDUFA12,NDUFA12,NADH:ubiquinone oxidoreductase subunit A12,,"DAP13, B17.2",matched
NDUFA13,NDUFA13,NADH:ubiquinone oxidoreductase subunit A13,,"CGI-39, CDA016, GRIM-19, GRIM19, B16.6",matched
NDUFAB1,NDUFAB1,NADH:ubiquinone oxidoreductase subunit AB1,,"SDAP, FASN2A, ACP, ACP1",matched
NDUFAF1,NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1,,"CIA30, CGI-65",matched
NDUFAF2,NDUFAF2,NADH:ubiquinone oxidoreductase complex assembly factor 2,NDUFA12L,"B17.2L, MMTN, mimitin",matched
NDUFAF3,NDUFAF3,NADH:ubiquinone oxidoreductase complex assembly factor 3,C3orf60,"MGC10527, DKFZP564J0123, E3-3, 2P1",matched
NDUFAF4,NDUFAF4,NADH:ubiquinone oxidoreductase complex assembly factor 4,C6orf66,"HSPC125, bA22L21.1, My013, HRPAP20",matched
NDUFAF5,NDUFAF5,NADH:ubiquinone oxidoreductase complex assembly factor 5,C20orf7,dJ842G6.1,matched
NDUFAF6,NDUFAF6,NADH:ubiquinone oxidoreductase complex assembly factor 6,C8orf38,"lncREST, MGC40214",matched
NDUFAF7,NDUFAF7,NADH:ubiquinone oxidoreductase complex assembly factor 7,C2orf56,"PRO1853, MidA",matched
NDUFAF8,NDUFAF8,NADH:ubiquinone oxidoreductase complex assembly factor 8,C17orf89,,matched
NDUFB1,NDUFB1,NADH:ubiquinone oxidoreductase subunit B1,,"MNLL, CI-MNLL",matched
NDUFB2,NDUFB2,NADH:ubiquinone oxidoreductase subunit B2,,"AGGG, CI-AGGG",matched
NDUFB3,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3,,B12,matched
NDUFB4,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4,,B15,matched
NDUFB5,NDUFB5,NADH:ubiquinone oxidoreductase subunit B5,,"SGDH, CI-SGDH, MGC12314",matched
NDUFB6,NDUFB6,NADH:ubiquinone oxidoreductase subunit B6,,"B17, CI",matched
NDUFB7,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7,,"B18, CI-B18, MGC2480",matched
NDUFB8,NDUFB8,NADH:ubiquinone oxidoreductase subunit B8,,"ASHI, CI-ASHI",matched
NDUFB9,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9,,"B22, UQOR22, LYRM3",matched
NDUFB10,NDUFB10,NADH:ubiquinone oxidoreductase subunit B10,,PDSW,matched
NDUFB11,NDUFB11,NADH:ubiquinone oxidoreductase subunit B11,,"ESSS, NP17.3, Np15",matched
NDUFC1,NDUFC1,NADH:ubiquinone oxidoreductase subunit C1,,KFYI,matched
NDUFC2,NDUFC2,NADH:ubiquinone oxidoreductase subunit C2,,"B14.5b, HLC-1",matched
NDUFS1,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,,CI-75k,matched
NDUFS2,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2,,CI-49,matched
NDUFS3,NDUFS3,NADH:ubiquinone oxidoreductase core subunit S3,,CI-30,matched
NDUFS4,NDUFS4,NADH:ubiquinone oxidoreductase subunit S4,,"AQDQ, CI-18",matched
NDUFS5,NDUFS5,NADH:ubiquinone oxidoreductase subunit S5,,CI-15k,matched
NDUFS6,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6,,CI-13kA,matched
NDUFS7,NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7,,"PSST, FLJ46880, FLJ45860, CI-20",matched
NDUFS8,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8,,"TYKY, CI-23k",matched
NDUFV1,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1,,CI-51K,matched
NDUFV2,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2,,CI-24k,matched
NDUFV3,NDUFV3,NADH:ubiquinone oxidoreductase subunit V3,,CI-10k,matched
NEB,NEB,nebulin,NEM2,NEB177D,matched
NEBL,NEBL,nebulette,C10orf113,"LASP2, LNEBL, bA165O3.1",matched
NECAB1,NECAB1,N-terminal EF-hand calcium binding protein 1,EFCBP1,,matched
NECAB2,NECAB2,N-terminal EF-hand calcium binding protein 2,EFCBP2,,matched
NECAB3,NECAB3,N-terminal EF-hand calcium binding protein 3,"SYTIP2, APBA2BP","XB51, dJ63M2.4, NIP1, dJ63M2.5, EFCBP3",matched
NECAP1,NECAP1,NECAP endocytosis associated 1,,DKFZP566B183,matched
NECAP2,NECAP2,NECAP endocytosis associated 2,,FLJ10420,matched
NECTIN1,NECTIN1,nectin cell adhesion molecule 1,"HVEC, ED4, PVRL1","PRR, PRR1, PVRR1, SK-12, HIgR, CLPED1, CD111, OFC7, Nectin-1",matched
NECTIN2,NECTIN2,nectin cell adhesion molecule 2,"HVEB, PVRL2","PVRR2, PRR2, CD112, Nectin-2",matched
NECTIN3,NECTIN3,nectin cell adhesion molecule 3,PVRL3,"nectin-3, PPR3, PVRR3, DKFZP566B0846, CDw113, CD113",matched
NECTIN4,NECTIN4,nectin cell adhesion molecule 4,PVRL4,"nectin-4, PRR4, LNIR",matched
NEDD1,NEDD1,NEDD1 gamma-tubulin ring complex targeting factor,,"GCP-WD, TUBGCP7",matched
NEDD4,NEDD4,NEDD4 E3 ubiquitin protein ligase,,"KIAA0093, MGC176705, NEDD4-1, RPF1",matched
NEDD4L,NEDD4L,NEDD4 like E3 ubiquitin protein ligase,,"KIAA0439, RSP5, NEDD4-2",matched
NEDD8,NEDD8,NEDD8 ubiquitin like modifier,,Nedd-8,matched
NEDD9,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9",,"HEF1, CAS-L, CASS2",matched
NEFH,NEFH,neurofilament heavy chain,,"NF-H, NFH",matched
NEFL,NEFL,neurofilament light chain,,"NFL, CMT1F, CMT2E, NF68, PPP1R110",matched
NEFM,NEFM,neurofilament medium chain,NEF3,"NFM, NF-M",matched
NEGR1,NEGR1,neuronal growth regulator 1,,"KILON, MGC46680, Ntra, IGLON4",matched
NEIL1,NEIL1,nei like DNA glycosylase 1,,"FLJ22402, hFPG1, NEI1, FPG1",matched
NEIL2,NEIL2,nei like DNA glycosylase 2,,"NEH2, FLJ31644, MGC2832, MGC4505",matched
NEIL3,NEIL3,nei like DNA glycosylase 3,,"FLJ10858, hFPG2, FPG2, hNEI3, ZGRF3",matched
NEK1,NEK1,NIMA related kinase 1,,"NY-REN-55, KIAA1901",matched
NEK2,NEK2,NIMA related kinase 2,,"NLK1, NEK2A, RP67, PPP1R111",matched
NEK3,NEK3,NIMA related kinase 3,,"HSPK36, MGC29949",matched
NEK4,NEK4,NIMA related kinase 4,STK2,"NRK2, pp12301",matched
NEK5,NEK5,NIMA related kinase 5,,,matched
NEK6,NEK6,NIMA related kinase 6,,SID6-1512,matched
NEK7,NEK7,NIMA related kinase 7,,,matched
NEK8,NEK8,NIMA related kinase 8,,NPHP9,matched
NEK9,NEK9,NIMA related kinase 9,,"Nek8, NERCC, DKFZp434D0935, MGC16714, NERCC1",matched
NEK10,NEK10,NIMA related kinase 10,,FLJ32685,matched
NEK11,NEK11,NIMA related kinase 11,,FLJ23495,matched
NELFA,NELFA,negative elongation factor complex member A,WHSC2,NELF-A,matched
NELFB,NELFB,negative elongation factor complex member B,COBRA1,"KIAA1182, NELF-B",matched
NELFCD,NELFCD,negative elongation factor complex member C/D,TH1L,"HSPC130, TH1, NELF-C, NELF-D",matched
NELFE,NELFE,negative elongation factor complex member E,RDBP,"RD, D6S45, NELF-E, RDP",matched
NELL1,NELL1,neural EGFL like 1,,"IDH3GL, FLJ45906",matched
NELL2,NELL2,neural EGFL like 2,,NRP2,matched
NEMF,NEMF,nuclear export mediator factor,SDCCAG1,"NY-CO-1, FLJ10051, RQC2",matched
NEMP1,NEMP1,nuclear envelope integral membrane protein 1,"TMEM194, TMEM194A",KIAA0286,matched
NEMP2,NEMP2,nuclear envelope integral membrane protein 2,TMEM194B,,matched
NENF,NENF,neudesin neurotrophic factor,,"CIR2, SCIRP10, SPUF",matched
NEO1,NEO1,neogenin 1,,"NGN, HsT17534, IGDCC2, NTN1R2",matched
NES,NES,nestin,,FLJ21841,matched
NET1,NET1,neuroepithelial cell transforming 1,,"ARHGEF8, NET1A",matched
NETO1,NETO1,neuropilin and tolloid like 1,,"BTCL1, BCTL1",matched
NETO2,NETO2,neuropilin and tolloid like 2,,"FLJ10430, NEOT2",matched
NEU1,NEU1,neuraminidase 1,NEU,,matched
NEU2,NEU2,neuraminidase 2,,SIAL2,matched
NEU3,NEU3,neuraminidase 3,,,matched
NEU4,NEU4,neuraminidase 4,,,matched
NEURL1,NEURL1,neuralized E3 ubiquitin protein ligase 1,NEURL,"h-neu, RNF67, neu-1",matched
NEURL1B,NEURL1B,neuralized E3 ubiquitin protein ligase 1B,,"DKFZP761M1511, Neur2, RNF67B",matched
NEURL2,NEURL2,neuralized E3 ubiquitin protein ligase 2,C20orf163,"dJ337O18.6, FLJ30259, Ozz, Ozz-E3",matched
NEURL3,NEURL3,neuralized E3 ubiquitin protein ligase 3,,"Lincr, LOC93082, RNF132",matched
NEURL4,NEURL4,neuralized E3 ubiquitin protein ligase 4,,KIAA1787,matched
NEUROD1,NEUROD1,neuronal differentiation 1,NEUROD,"BETA2, BHF-1, NeuroD, bHLHa3, MODY6",matched
NEUROD2,NEUROD2,neuronal differentiation 2,,"NDRF, bHLHa1",matched
NEUROD4,NEUROD4,neuronal differentiation 4,,"Atoh3, ATH-3, MATH-3, bHLHa4",matched
NEUROD6,NEUROD6,neuronal differentiation 6,,"Atoh2, NEX1M, Math-2, bHLHa2, Nex1",matched
NEUROG1,NEUROG1,neurogenin 1,NEUROD3,"AKA, Math4C, ngn1, bHLHa6",matched
NEUROG2,NEUROG2,neurogenin 2,,"Atoh4, Math4A, ngn-2, bHLHa8, NGN2",matched
NEUROG3,NEUROG3,neurogenin 3,,"Atoh5, Math4B, ngn3, bHLHa7",matched
NEXMIF,NEXMIF,neurite extension and migration factor,KIAA2022,"XPN, MRX98, KIDLIA",matched
NEXN,NEXN,nexilin F-actin binding protein,,"nexilin, NELIN",matched
NF1,NF1,neurofibromin 1,,,matched
NF2,NF2,"NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor",,"merlin, ACN, SCH, BANF, merlin-1",matched
NFAM1,NFAM1,NFAT activating protein with ITAM motif 1,,CNAIP,matched
NFASC,NFASC,neurofascin,,"NRCAML, KIAA0756, FLJ46866, NF",matched
NFAT5,NFAT5,nuclear factor of activated T cells 5,,"TONEBP, KIAA0827, NFATL1, OREBP, NFATZ, NF-AT5",matched
NFATC1,NFATC1,nuclear factor of activated T cells 1,,"NF-ATC, NFATc, NFAT2",matched
NFATC2,NFATC2,nuclear factor of activated T cells 2,,"NF-ATP, NFATp, NFAT1",matched
NFATC2IP,NFATC2IP,nuclear factor of activated T cells 2 interacting protein,,"FLJ14639, NIP45, RAD60, ESC2",matched
NFATC3,NFATC3,nuclear factor of activated T cells 3,,"NFAT4, NFATX, n339260",matched
NFATC4,NFATC4,nuclear factor of activated T cells 4,,NFAT3,matched
NFE2,NFE2,"nuclear factor, erythroid 2",,NF-E2,matched
NFE2L1,NFE2L1,NFE2 like bZIP transcription factor 1,TCF11,"NRF1, LCR-F1, FLJ00380, NRF-1",matched
NFE2L2,NFE2L2,NFE2 like bZIP transcription factor 2,,"NRF2, NRF-2",matched
NFE2L3,NFE2L3,NFE2 like bZIP transcription factor 3,,Nrf3,matched
NFIA,NFIA,nuclear factor I A,,"NFI-L, KIAA1439",matched
NFIB,NFIB,nuclear factor I B,,"NFI-RED, NFIB2, NFIB3",matched
NFIC,NFIC,nuclear factor I C,NFI,"CTF, NF-I, CTF5",matched
NFIL3,NFIL3,"nuclear factor, interleukin 3 regulated",IL3BP1,"E4BP4, NFIL3A, NF-IL3A",matched
NFILZ,NFILZ,NFIL3 like basic leucine zipper,LINC01862,,matched
NFIX,NFIX,nuclear factor I X,,NF1A,matched
NFKB1,NFKB1,nuclear factor kappa B subunit 1,,"KBF1, p105, NFKB-p50, p50, NF-kappaB, NFkappaB, NF-kB1",matched
NFKB2,NFKB2,nuclear factor kappa B subunit 2,,"LYT-10, p52, p105, NF-kB2, p49/p100",matched
NFKBIA,NFKBIA,NFKB inhibitor alpha,NFKBI,"IKBA, MAD-3, IkappaBalpha",matched
NFKBIB,NFKBIB,NFKB inhibitor beta,,"IKBB, TRIP9",matched
NFKBID,NFKBID,NFKB inhibitor delta,,"TA-NFKBH, IkappaBNS, IkBNS",matched
NFKBIE,NFKBIE,NFKB inhibitor epsilon,,IKBE,matched
NFKBIL1,NFKBIL1,NFKB inhibitor like 1,NFKBIL,IKBL,matched
NFKBIZ,NFKBIZ,NFKB inhibitor zeta,,"MAIL, FLJ34463, INAP",matched
NFRKB,NFRKB,nuclear factor related to kappaB binding protein,,"DKFZp547B2013, INO80G",matched
NFS1,NFS1,NFS1 cysteine desulfurase,,"NifS, IscS",matched
NFU1,NFU1,NFU1 iron-sulfur cluster scaffold,HIRIP5,"CGI-33, NifU, NIFUC",matched
NFX1,NFX1,"nuclear transcription factor, X-box binding 1",,"NFX2, MGC20369, Tex42, TEG-42",matched
NFXL1,NFXL1,"nuclear transcription factor, X-box binding like 1",,HOZFP,matched
NFYA,NFYA,nuclear transcription factor Y subunit alpha,,"HAP2, CBF-B, NF-YA",matched
NFYB,NFYB,nuclear transcription factor Y subunit beta,,"CBF-A, HAP3, NF-YB",matched
NFYC,NFYC,nuclear transcription factor Y subunit gamma,,"CBF-C, NF-YC",matched
NGB,GTPBP4,GTP binding protein 4,,"CRFG, NGB, FLJ10690, FLJ10686, NOG1",matched
NGDN,NGDN,neuroguidin,C14orf120,"DKFZP564O092, LCP5, lpd-2, NGD, CANu1",matched
NGEF,NGEF,neuronal guanine nucleotide exchange factor,,ARHGEF27,matched
NGF,NGF,nerve growth factor,NGFB,,matched
NGFR,NGFR,nerve growth factor receptor,,"TNFRSF16, CD271, p75NTR",matched
NGLY1,NGLY1,N-glycanase 1,,"FLJ11005, PNG1, PNG-1",matched
NGRN,NGRN,"neugrin, neurite outgrowth associated",,DSC92,matched
NHEJ1,NHEJ1,non-homologous end joining factor 1,,"Cernunnos, XLF, FLJ12610",matched
NHERF1,NHERF1,NHERF family PDZ scaffold protein 1,SLC9A3R1,"NHERF, EBP50, NHERF-1, NHE-RF",matched
NHERF2,NHERF2,NHERF family PDZ scaffold protein 2,SLC9A3R2,"SIP-1, TKA-1, NHERF-2, E3KARP, OCTS2",matched
NHERF4,NHERF4,NHERF family PDZ scaffold protein 4,"PDZK2, PDZD3","FLJ22756, IKEPP, NaPi-Cap2",matched
NHLH1,NHLH1,nescient helix-loop-helix 1,HEN1,"NSCL, NSCL1, bHLHa35",matched
NHLH2,NHLH2,nescient helix-loop-helix 2,HEN2,"NSCL2, bHLHa34",matched
NHLRC1,NHLRC1,NHL repeat containing E3 ubiquitin protein ligase 1,,"bA204B7.2, EPM2B",matched
NHLRC2,NHLRC2,NHL repeat containing 2,,"FLJ25621, FLJ20147, FLJ33312, MGC45492, DKFZp779F115",matched
NHLRC3,NHLRC3,NHL repeat containing 3,,,matched
NHLRC4,NHLRC4,NHL repeat containing 4,,,matched
NHP2,NHP2,NHP2 ribonucleoprotein,NOLA2,FLJ20479,matched
NHS,NHS,NHS actin remodeling regulator,,,matched
NHSL1,NHSL1,NHS like 1,C6orf63,"bA43P8.1, KIAA1357",matched
NHSL2,NHSL2,NHS like 2,,,matched
NHSL3,NHSL3,NHS like 3,KIAA1522,,matched
NIBAN1,NIBAN1,niban apoptosis regulator 1,"C1orf24, FAM129A","NIBAN, GIG39",matched
NIBAN2,NIBAN2,niban apoptosis regulator 2,"C9orf88, FAM129B","DKFZP434H0820, FLJ13518, FLJ22151, FLJ22298, bA356B19.6, MINERVA",matched
NIBAN3,NIBAN3,niban apoptosis regulator 3,FAM129C,"FLJ39802, BCNP1",matched
NICN1,NICN1,"nicolin 1, tubulin polyglutamylase complex subunit",,MGC12936,matched
NICOL1,NICOL1,NELL2 interacting cell ontogeny regulator 1,C4orf48,NICOL,matched
NID1,NID1,nidogen 1,NID,entactin,matched
NID2,NID2,nidogen 2,,,matched
NIF3L1,NIF3L1,NGG1 interacting factor 3 like 1,ALS2CR1,"CALS-7, MDS015",matched
NIFK,NIFK,nucleolar protein interacting with the FHA domain of MKI67,MKI67IP,"Nopp34, hNIFK",matched
NIM1K,NIM1K,NIM1 serine/threonine protein kinase,,"MGC42105, NIM1",matched
NIN,NIN,ninein,,,matched
NINJ1,NINJ1,ninjurin 1,,NIN1,matched
NINJ2,NINJ2,ninjurin 2,,,matched
NINL,NINL,ninein like,,"KIAA0980, NLP",matched
NIP7,NIP7,nucleolar pre-rRNA processing protein NIP7,,"CGI-37, FLJ10296, HSPC031, KD93",matched
NIPA1,NIPA1,NIPA magnesium transporter 1,SPG6,"MGC35570, SLC57A1",matched
NIPA2,NIPA2,NIPA magnesium transporter 2,,SLC57A2,matched
NIPAL1,NIPAL1,NIPA like domain containing 1,NPAL1,"DKFZp686A06115, SLC57A3, NIPA3",matched
NIPAL2,NIPAL2,NIPA like domain containing 2,NPAL2,"FLJ13955, SLC57A4",matched
NIPAL3,NIPAL3,NIPA like domain containing 3,NPAL3,"DJ462O23.2, SLC57A5",matched
NIPAL4,NIPAL4,NIPA like domain containing 4,,"ICHYN, SLC57A6, NIPA4",matched
NIPBL,NIPBL,NIPBL cohesin loading factor,,"IDN3, DKFZp434L1319, FLJ11203, FLJ12597, FLJ13354, FLJ13648, Scc2",matched
NIPSNAP1,NIPSNAP1,nipsnap homolog 1,,,matched
NIPSNAP2,NIPSNAP2,nipsnap homolog 2,GBAS,,matched
NIPSNAP3A,NIPSNAP3A,nipsnap homolog 3A,,"DKFZp564D177, FLJ13953, HSPC299, MGC14553, NIPSNAP4, TassC",matched
NIPSNAP3B,NIPSNAP3B,nipsnap homolog 3B,,"FLJ11275, NIPSNAP3, SNAP1",matched
NISCH,NISCH,nischarin,,"KIAA0975, I-1, IRAS",matched
NIT1,NIT1,nitrilase 1,,,matched
NIT2,NIT2,nitrilase family member 2,,,matched
NKAIN1,NKAIN1,sodium/potassium transporting ATPase interacting 1,FAM77C,FLJ12650,matched
NKAIN2,NKAIN2,sodium/potassium transporting ATPase interacting 2,TCBA1,FAM77B,matched
NKAIN3,NKAIN3,sodium/potassium transporting ATPase interacting 3,"FAM77D, NKAIN3-IT1",FLJ39630,matched
NKAIN4,NKAIN4,sodium/potassium transporting ATPase interacting 4,C20orf58,"bA261N11.2, FAM77A",matched
NKAP,NKAP,NFKB activating protein,,FLJ22626,matched
NKAPD1,NKAPD1,NKAP domain containing 1,C11orf57,FLJ10726,matched
NKAPL,NKAPL,NFKB activating protein like,C6orf194,bA424I5.1,matched
NKD1,NKD1,NKD inhibitor of Wnt signaling pathway 1,,,matched
NKD2,NKD2,NKD inhibitor of Wnt signaling pathway 2,,Naked2,matched
NKG7,NKG7,natural killer cell granule protein 7,,"GIG1, GMP-17",matched
NKIRAS1,NKIRAS1,NFKB inhibitor interacting Ras like 1,,"KBRAS1, kappaB-Ras1",matched
NKIRAS2,NKIRAS2,NFKB inhibitor interacting Ras like 2,,"KBRAS2, DKFZP434N1526, kappaB-Ras2",matched
NKPD1,NKPD1,NTPase KAP family P-loop domain containing 1,,FLJ33600,matched
NKRF,NKRF,NFKB repressing factor,,"ITBA4, NRF",matched
NKTR,NKTR,natural killer cell triggering receptor,,"p104, CypNK",matched
NKX1-1,NKX1-1,NK1 homeobox 1,,"HSPX153, SAX2",matched
NKX1-2,NKX1-2,NK1 homeobox 2,C10orf121,bB238F13.2,matched
NKX2-1,NKX2-1,NK2 homeobox 1,"NKX2A, BCH, TITF1","TTF-1, TTF1",matched
NKX2-2,NKX2-2,NK2 homeobox 2,NKX2B,NKX2.2,matched
NKX2-3,NKX2-3,NK2 homeobox 3,NKX2C,"NKX2.3, CSX3, NKX4-3",matched
NKX2-4,NKX2-4,NK2 homeobox 4,NKX2D,NKX2.4,matched
NKX2-5,NKX2-5,NK2 homeobox 5,"CSX, NKX2E","CSX1, NKX2.5, NKX4-1",matched
NKX2-6,NKX2-6,NK2 homeobox 6,,"CSX2, NKX4-2",matched
NKX2-8,NKX2-8,NK2 homeobox 8,NKX2H,"NKX2.8, Nkx2-9",matched
NKX3-1,NKX3-1,NK3 homeobox 1,NKX3A,"NKX3.1, BAPX2",matched
NKX3-2,NKX3-2,NK3 homeobox 2,BAPX1,"NKX3B, NKX3.2",matched
NKX6-1,NKX6-1,NK6 homeobox 1,NKX6A,Nkx6.1,matched
NKX6-2,NKX6-2,NK6 homeobox 2,,"NKX6B, GTX, NKX6.1",matched
NKX6-3,NKX6-3,NK6 homeobox 3,,FLJ25169,matched
NLE1,NLE1,notchless homolog 1,NLE,"FLJ10458, Rsa4",matched
NLGN1,NLGN1,neuroligin 1,,"KIAA1070, NLG1",matched
NLGN2,NLGN2,neuroligin 2,,KIAA1366,matched
NLGN3,NLGN3,neuroligin 3,,"HNL3, KIAA1480, ASPGX1, AUTSX1",matched
NLGN4X,NLGN4X,neuroligin 4 X-linked,NLGN4,"KIAA1260, NLGN, HLNX",matched
NLGN4Y,NLGN4Y,neuroligin 4 Y-linked,,KIAA0951,matched
NLK,GPI,glucose-6-phosphate isomerase,,"AMF, NLK",matched
NLN,NLN,neurolysin,AGTBP,KIAA1226,matched
NLRC3,NLRC3,NLR family CARD domain containing 3,,"CLR16.2, FLJ00348, NOD3",matched
NLRC4,NLRC4,NLR family CARD domain containing 4,CARD12,"CLAN1, ipaf, CLANA, CLANB, CLANC, CLAND, CLR2.1, CLAN",matched
NLRC5,NLRC5,NLR family CARD domain containing 5,,"NOD27, CLR16.1, FLJ21709",matched
NLRP1,NLRP1,NLR family pyrin domain containing 1,"NALP1, SLEV1","KIAA0926, DKFZp586O1822, CARD7, NAC, CLR17.1, DEFCAP, VAMAS1",matched
NLRP2,NLRP2,NLR family pyrin domain containing 2,NALP2,"FLJ20510, PYPAF2, NBS1, PAN1, CLR19.9",matched
NLRP2B,NLRP2B,NLR family pyrin domain containing 2B,NLRP2P,"NOD24, NALP2P, CLRX.1, POP4",matched
NLRP3,NLRP3,NLR family pyrin domain containing 3,"C1orf7, CIAS1, DFNA34","AGTAVPRL, AII, AVP, FCAS, FCU, NALP3, PYPAF1, MWS, CLR1.1",matched
NLRP4,NLRP4,NLR family pyrin domain containing 4,NALP4,"PYPAF4, FLJ32126, PAN2, RNH2, CLR19.5, CT58",matched
NLRP5,NLRP5,NLR family pyrin domain containing 5,NALP5,"PYPAF8, MATER, PAN11, CLR19.8",matched
NLRP6,NLRP6,NLR family pyrin domain containing 6,NALP6,"PYPAF5, PAN3, CLR11.4",matched
NLRP7,NLRP7,NLR family pyrin domain containing 7,NALP7,"PYPAF3, NOD12, PAN7, CLR19.4",matched
NLRP8,NLRP8,NLR family pyrin domain containing 8,NALP8,"NOD16, PAN4, CLR19.2",matched
NLRP9,NLRP9,NLR family pyrin domain containing 9,NALP9,"NOD6, PAN12, CLR19.1",matched
NLRP10,NLRP10,NLR family pyrin domain containing 10,NALP10,"NOD8, PAN5, Pynod, CLR11.1",matched
